Dataset name,Directed,First split,Num nodes,Num edges,Real average degree,Average degree,Edge cut,Average clustering,Density,Transitivity,Num CC,BCC num nodes,BCC num edges,BCC average path length,BCC diameter,BCC radius,BCC node connectivity,BCC edge connectivity,BCC num greedy modularity communities,Modularity greedy modularity communities,Coverage greedy modularity communities,Max clique,Execution time,Type split
ogbn-proteins,False,no-split,2650,15031,581.8528301886793,11.344150943396226,1511848,0,0,0,251,2388,15019,,,,,,,,,0,2.0131611824035645,50 random2 iterations
ogbn-proteins,False,no-split,2650,15540,594.3547169811321,11.728301886792453,1543960,0,0,0,252,2391,15532,,,,,,,,,0,2.07249116897583,50 random2 iterations
ogbn-proteins,False,no-split,2650,15677,593.8064150943396,11.831698113207548,1542233,0,0,0,255,2380,15651,,,,,,,,,0,2.0537641048431396,50 random2 iterations
ogbn-proteins,False,no-split,2650,14856,578.4320754716981,11.212075471698114,1503133,0,0,0,294,2347,14845,,,,,,,,,0,2.0068471431732178,50 random2 iterations
ogbn-proteins,False,no-split,2650,14870,578.9475471698113,11.222641509433963,1504471,0,0,0,259,2379,14856,,,,,,,,,0,1.9888675212860107,50 random2 iterations
ogbn-proteins,False,no-split,2650,15500,592.545283018868,11.69811320754717,1539245,0,0,0,267,2374,15490,,,,,,,,,0,2.0498311519622803,50 random2 iterations
ogbn-proteins,False,no-split,2650,16156,607.9950943396226,12.193207547169811,1578875,0,0,0,269,2373,16146,,,,,,,,,0,2.088723659515381,50 random2 iterations
ogbn-proteins,False,no-split,2650,16126,604.5498113207548,12.170566037735849,1569805,0,0,0,252,2395,16122,,,,,,,,,0,2.1120223999023438,50 random2 iterations
ogbn-proteins,False,no-split,2650,16249,601.2335849056603,12.263396226415095,1560771,0,0,0,254,2372,16201,,,,,,,,,0,2.077928066253662,50 random2 iterations
ogbn-proteins,False,no-split,2650,16090,604.6992452830189,12.143396226415094,1570273,0,0,0,254,2390,16083,,,,,,,,,0,2.098191261291504,50 random2 iterations
ogbn-proteins,False,no-split,2650,16049,600.0045283018868,12.11245283018868,1557914,0,0,0,251,2397,16046,,,,,,,,,0,2.0593740940093994,50 random2 iterations
ogbn-proteins,False,no-split,2650,15809,598.185283018868,11.931320754716982,1553573,0,0,0,255,2390,15803,,,,,,,,,0,2.0592987537384033,50 random2 iterations
ogbn-proteins,False,no-split,2650,15671,593.2705660377359,11.827169811320754,1540825,0,0,0,279,2365,15664,,,,,,,,,0,2.044865608215332,50 random2 iterations
ogbn-proteins,False,no-split,2650,16183,601.8460377358491,12.213584905660378,1562526,0,0,0,245,2402,16179,,,,,,,,,0,2.0654473304748535,50 random2 iterations
